"actor","tconst","primaryTitle","startYear","decade","genres","averageRating"
"Jason Brown","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Adam Lytle","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jenifer Beth Kaplan","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Eamon Yates","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Stephen Murdoch","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Bronte Pearce","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Sophia Laryea","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Matthew Sandoval","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Sky Castanho","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Charmian Gradwell","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Alice Lanesbury","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Aron Dyer","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Kendrick MacNaughton","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Michael Dye","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Josh Hatton","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Dorian Djoudi","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Lev Grayson","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Heather Howell","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jaiganesh","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jodie Taylor","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Omar Gudjonsson","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Kevin Razo","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Julia Lawton","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Tessa Thompson","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Shea Kerry","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Alexandra Di Giacomo","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Mal Booth","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Tara Tote","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jess Hunt","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Magdalena Radziuk","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Kris Keevers","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Richard Green","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Manuel Rivoir","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Sol Castanho","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jesse Torres","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Anna Burstall","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Giedre Balseviciute","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Fenix Searle","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Christiant D'Alberto","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Simon Mak Murrell","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"George Kabot","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jessica Mastrippolito","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Saren Sritharathas","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Rachel House","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Marcos Romero","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Shari Sebbens","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Ryan D. Hansford","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Brian William Ranse","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jon Valera","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Daniel Brown","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jaime Rosegren","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jordyn Moore","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Tony Williams","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Charlotte Nicdao","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Greta Carew-Johns","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Georgia Blizzard","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Cale Kampers","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Alex Kuzelicki","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jordan Hassay","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Toni Avalos","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Daniel McCue","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Shay Lawrence","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Devin Gray","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Anthony Rinna","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Ernie Malik","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Paige Prokop","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Ryan Green","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Niamh Glynn","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Mark Levey","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Eloise Winestock","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Erica Vigilante","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Garreth Hadfield","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Isaac Bernauer","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Idris Elba","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Danya Bateman","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Sophie Carroll","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jake Bush","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Alessio Bertotti","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Sam Elia","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Cohen Holloway","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jamie Gliddon","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Luke Hemsworth","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Dane Eade","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Mark Mothersbaugh","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Taylor Hemsworth","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Melissa Frances","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Caleb Guinery","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Alan Shearman","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Vincent Lascoumes","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Peter Alberti","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Margaret Richey","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Amy Jobson","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Zene Baker","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Mitch Wanless","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Wayne Quilliam","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"James Hoang","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Nick Turello","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Natalie Baker","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Mohammad Ali Entezarian","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Claire Koonce","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Petru Ciobanu","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Robbie Clissold","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Geordie Martinez","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Billy Ray Chubbs","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Adam Howell","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Trent Dickens","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Michael Anthony Jackson","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Chan Griffin","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jessica Choi","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Martin Robertson","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Heather Moiseve","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Spencer Burns","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Lucinda Keeler","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Sydney Shea Barker","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Phoebe Shaw","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Rosco Campbell","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"James Fitchett","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Benjamin Figueroa","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"David Olde","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Guerdon Trueblood","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Luca Serafini","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Haley Samms","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Alex Yakimov","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Aston Crabtree","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Georgia Mae","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Tyler Smith","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Ric San Nicholas","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Juan Miguel Arias","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jacob Crawford","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Randy Tharpe","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jackson Dobies","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Rachel Forsyth","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Sean Rigby","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Ryan Stern","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Yasca Sinigaglia","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Luke Hughes","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Graham Ware Jr.","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Marky Lee Campbell","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Mathew Harte","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Tahlia Jade Holt","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Gabby Carbon","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Chuck Mathews","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Michael McNeff","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Michael M. Foster","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Tom Hooper","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Aaron Rae","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Ashley Pardey","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Krystal Vayda","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Casey Wright","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jet Tranter","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Alia Seror-O'Neill","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Shelby Stong","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Vito Leo","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Kelly Cercone","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Steven Oliver","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Shawn Schminke","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Emily Roper","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Brittany Morris","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jhon Alvarado","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"John Brubaker","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Erik Walker","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Hannah Peitzman Myers","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"R. Bruce Steinheimer","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Tamara McLaughlin","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Shim Eun-kyung","tt3516378","Miss Granny",2014,"2010s","Comedy,Fantasy,Music",7.2
"Yoon-jeong Hong","tt3516378","Miss Granny",2014,"2010s","Comedy,Fantasy,Music",7.2
"Signe Byrge Sørensen","tt3521134","The Look of Silence",2014,"2010s","Biography,Documentary,History",8.2
"Sam Saimun","tt3521134","The Look of Silence",2014,"2010s","Biography,Documentary,History",8.2
"Inong","tt3521134","The Look of Silence",2014,"2010s","Biography,Documentary,History",8.2
"Bahare Daneshgar","tt3526482","Tales",2014,"2010s","Drama",7
"Siamak Kalantari","tt3526482","Tales",2014,"2010s","Drama",7
"Kazumi Evans","tt3529198","My Little Pony: Equestria Girls - Rainbow Rocks Animated",2014,"2010s","Adventure,Animation,Comedy",7.1
"Cathy Weseluck","tt3529198","My Little Pony: Equestria Girls - Rainbow Rocks Animated",2014,"2010s","Adventure,Animation,Comedy",7.1
"Shylo Sharity","tt3529198","My Little Pony: Equestria Girls - Rainbow Rocks Animated",2014,"2010s","Adventure,Animation,Comedy",7.1
"Maryke Hendrikse","tt3529198","My Little Pony: Equestria Girls - Rainbow Rocks Animated",2014,"2010s","Adventure,Animation,Comedy",7.1
"Ashleigh Ball","tt3529198","My Little Pony: Equestria Girls - Rainbow Rocks Animated",2014,"2010s","Adventure,Animation,Comedy",7.1
"Rebecca Shoichet","tt3529198","My Little Pony: Equestria Girls - Rainbow Rocks Animated",2014,"2010s","Adventure,Animation,Comedy",7.1
"Madeline Merlo","tt3529198","My Little Pony: Equestria Girls - Rainbow Rocks Animated",2014,"2010s","Adventure,Animation,Comedy",7.1
"Diana Kaarina","tt3529198","My Little Pony: Equestria Girls - Rainbow Rocks Animated",2014,"2010s","Adventure,Animation,Comedy",7.1
"Andrea Libman","tt3529198","My Little Pony: Equestria Girls - Rainbow Rocks Animated",2014,"2010s","Adventure,Animation,Comedy",7.1
"Oscar Méndez","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Tif Luckenbill","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"DeVere Jehl","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Sarah Wright","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Patti Schellhaas","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Carlos Paez Buitrago","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Richard E. Carter II","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Mazzy Solana","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Mallorie Coleman","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Alberto Ospino","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Jay Ramsey","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Ariel Altman","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Eric van der Vynckt","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Selisa Sirls","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Melissa Mortensen","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Townes van Zandt","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Sophie Howell","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Louis Clark","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Zachary Powell","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Carlos Lopez Jr.","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Juan Camilo Gil","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Mateo Uribe","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Hot Chocolate","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Rita Harrell","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Enzo Villaparedes","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Trip McCarthy","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Lauren Boyd","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Andrew R. Kaplan","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Jayma Mays","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Jeff Olsen","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Bellamy Brothers","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Fran Beaudry","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Alejandro Edda","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Tony Gandolfi","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Ofu Obekpa","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Connor Trinneer","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Robert Alonzo","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Lauren Revard","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Kevin L. Johnson","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Jeff Hallman","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Sebastian Romero","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Josh Hancher","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Daniel Cohen","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"John Duley","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Michael J. Burmeister","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Jayson Warner Smith","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Jairo Ordoñez","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Matthew A. Hand","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
"Daniel Diaz","tt3532216","American Made",2017,"2010s","Action,Comedy,Crime",7.2
