"tconst","primaryTitle","startYear","genres","decade","averageRating","numVotes"
"tt0118117","The War at Home",1996,"Drama","1990s",7,2733
"tt10534996","Josep",2020,"Animation,Biography,Drama","2020s",7.4,2340
"tt4686844","The Death of Stalin",2017,"Comedy,Drama,History","2010s",7.3,126237
"tt0089957","Samaya obayatelnaya i privlekatelnaya",1985,"Comedy,Romance","1980s",7.4,2521
"tt3469964","Blind Massage",2014,"Drama","2010s",7.2,1804
"tt7647198","Love and Shukla",2017,"Comedy,Drama,Romance","2010s",7.2,1234
"tt0071524","The Front Page",1974,"Comedy,Drama,Romance","1970s",7.3,16553
"tt21927594","Girl You Know It's True",2023,"Biography,Drama,Music","2020s",7.1,4572
"tt0373175","My Architect",2003,"Biography,Documentary","2000s",7.4,3448
"tt6980546","Bharath Ane Nenu",2018,"Action,Drama,Thriller","2010s",7.4,20049
"tt4080598","100 Yen Love",2014,"Comedy,Drama","2010s",7.1,3135
"tt1092021","The Investigator",2008,"Comedy,Crime,Drama","2000s",7.4,2847
"tt0083203","Time for Revenge",1981,"Drama,Thriller","1980s",7.8,1528
"tt4328934","Taramani",2017,"Drama,Romance","2010s",7.4,1982
"tt7358598","Let Me Fall",2018,"Biography,Crime,Drama","2010s",7.7,1141
"tt1157720","Stranded",2007,"Documentary","2000s",8,1547
"tt0378215","King's Game",2004,"Drama,Thriller","2000s",7.3,5434
"tt4000670","Mifune: The Last Samurai",2015,"Biography,Documentary","2010s",7.2,1485
"tt0069824","Brother Sun, Sister Moon",1972,"Biography,Drama,History","1970s",7.2,5312
"tt11026788","Ye Mard Bechara",2021,"Comedy","2020s",7.7,1074
"tt0073864","The Old Gun",1975,"Drama,Thriller,War","1970s",7.5,5790
"tt7544820","Too Funny to Fail: The Life & Death of The Dana Carvey Show",2017,"Documentary","2010s",7.7,2148
"tt1941638","Sadda Adda",2012,"Comedy,Drama,Romance","2010s",7,1489
"tt2938416","All This Mayhem",2014,"Biography,Documentary,History","2010s",7.8,3922
"tt0119657","Men with Guns",1997,"Adventure,Drama","1990s",7.6,2986
"tt3917210","Life, Animated",2016,"Comedy,Documentary,Drama","2010s",7.4,6353
"tt4298958","Sweet Bean",2015,"Drama","2010s",7.4,14167
"tt22507524","12.12: The Day",2023,"Action,Drama,History","2020s",7.5,4937
"tt1113829","George Harrison: Living in the Material World",2011,"Biography,Documentary,Music","2010s",8.1,13442
"tt14168118","7 Prisoners",2021,"Crime,Drama","2020s",7.1,10363
"tt5891626","Ordinary People",2016,"Drama","2010s",7.3,1050
"tt0116041","The Daytrippers",1996,"Comedy,Drama","1990s",7.1,8849
"tt0122735","Lucky and Zorba",1998,"Animation,Comedy,Drama","1990s",7.2,2130
"tt0079278","Chilly Scenes of Winter",1979,"Comedy,Drama,Romance","1970s",7,2236
"tt0083652","Bill Cosby: Himself",1983,"Comedy,Documentary","1980s",8.1,3820
"tt0076855","One Sings, the Other Doesn't",1977,"Drama,History","1970s",7.4,3155
"tt0435761","Toy Story 3",2010,"Adventure,Animation,Comedy","2010s",8.3,967419
"tt15006566","The Beasts",2022,"Drama,Thriller","2020s",7.5,25300
"tt0093267","Intervista",1987,"Comedy,Drama,Fantasy","1980s",7,3573
"tt10151260","Sons of Rizk 2",2019,"Action,Comedy,Crime","2010s",7.1,3545
"tt0171357","Barefoot Gen 2",1986,"Animation,Biography,Drama","1980s",7.1,1638
"tt4374460","Aferim!",2015,"Adventure,Comedy,Drama","2010s",7.6,8474
"tt0074705","Jack and the Beanstalk",1974,"Adventure,Animation,Family","1970s",7.2,1129
"tt2674040","Keep on Keepin' On",2014,"Documentary","2010s",7.7,1099
"tt9729768","June Again",2020,"Drama","2020s",7.2,1994
"tt0066999","Dirty Harry",1971,"Action,Crime,Thriller","1970s",7.7,180528
"tt10735778","Lethal Kittens",2020,"Comedy","2020s",7.6,1234
"tt7881550","Har Kisse Ke Hisse: Kaamyaab",2018,"Drama","2010s",7.7,4658
"tt1813757","Who Killed Captain Alex?",2015,"Action,Crime,Mystery","2010s",7.8,11834
"tt5338620","Satyavati",2016,"Crime","2010s",8.2,1994
"tt0100519","Rosencrantz & Guildenstern Are Dead",1990,"Comedy,Drama","1990s",7.3,25646
"tt0406672","Crayon Shin-chan: Pursuit of the Balls of Darkness",1997,"Action,Adventure,Animation","1990s",7,1050
"tt12567088","Raat Akeli Hai",2020,"Crime,Drama,Mystery","2020s",7.2,22647
"tt1149583","Flow: For Love of Water",2008,"Documentary","2000s",7.5,1222
"tt0312886","July Rhapsody",2002,"Drama","2000s",7.1,1269
"tt0065421","The Aristocats",1970,"Adventure,Animation,Comedy","1970s",7.1,124822
"tt11055922","Fat Fiction",2020,"Documentary","2020s",7.7,3501
"tt0084385","Namak Halaal",1982,"Action,Comedy,Drama","1980s",7.2,3107
"tt2265539","Second Show",2012,"Action,Crime","2010s",7.1,1962
"tt27367464","Kneecap",2024,"Comedy,Drama","2020s",7.6,24560
"tt4121610","Tulipani: Liefde, eer en een fiets",2017,"Comedy,Drama","2010s",7,1290
"tt0117589","Secrets & Lies",1996,"Comedy,Drama","1990s",8,51368
"tt0067649","Downpour",1972,"Comedy,Drama,Romance","1970s",7.2,1214
"tt1807022","Super",2010,"Drama","2010s",8,2899
"tt1174732","An Education",2009,"Drama","2000s",7.2,141047
"tt0066989","Two English Girls",1971,"Drama,Romance","1970s",7.2,6378
"tt0117631","Shine",1996,"Biography,Drama,Music","1990s",7.6,58926
"tt0119626","Martín (Hache)",1997,"Drama","1990s",7.6,5058
"tt0066817","Bedknobs and Broomsticks",1971,"Adventure,Animation,Comedy","1970s",7.1,43335
"tt1663202","The Revenant",2015,"Action,Adventure,Drama","2010s",8,947557
"tt1971466","Daisy, a Hen Into the Wild",2011,"Adventure,Animation,Drama","2010s",7,1217
"tt10272386","The Father",2020,"Drama,Mystery","2020s",8.2,243546
"tt1706593","Chronicle",2012,"Action,Drama,Sci-Fi","2010s",7,277240
"tt8618654","Kiss the Ground",2020,"Documentary","2020s",8.1,8117
"tt0808506","The Girl Who Leapt Through Time",2006,"Adventure,Animation,Comedy","2000s",7.6,75664
"tt1242422","Cell 211",2009,"Action,Crime,Drama","2000s",7.6,73842
"tt5255710","Sanam Teri Kasam",2016,"Drama,Musical,Romance","2010s",7.6,22943
"tt6851430","My Extraordinary Summer with Tess",2019,"Comedy,Drama,Family","2010s",7,1286
"tt1596343","Fast Five",2011,"Action,Crime,Thriller","2010s",7.3,432613
"tt30953759","No Other Land",2024,"Documentary","2020s",8.2,34438
"tt15192796","Brandy Diaries",2021,"Drama","2020s",8.4,1441
"tt10409498","Only the Animals",2019,"Crime,Drama,Mystery","2010s",7.1,9261
"tt0492506","Wordplay",2006,"Documentary","2000s",7.4,3878
"tt2053352","Diana Vreeland: The Eye Has to Travel",2011,"Biography,Documentary","2010s",7.5,1769
"tt0083745","Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",1982,"Comedy,Drama","1980s",7.1,5761
"tt2534648","Love Is Blind",2013,"Drama,Romance","2010s",7.3,1019
"tt5889462","Guppy",2016,"Comedy,Drama","2010s",8.1,2792
"tt10505316","Lost Illusions",2021,"Drama,Romance","2020s",7.4,7680
"tt0106387","Benny & Joon",1993,"Comedy,Drama,Romance","1990s",7.1,65287
"tt0445620","Paradise Now",2005,"Crime,Drama,Thriller","2000s",7.4,24851
"tt0180748","In China They Eat Dogs",1999,"Action,Comedy,Crime","1990s",7.3,24501
"tt5983262","Tikli and Laxmi Bomb",2017,"Drama","2010s",7,7330
"tt0827517","Reprise",2006,"Drama","2000s",7.3,17880
"tt0105208","Ram Ke Naam",1992,"Documentary","1990s",8.8,1049
"tt5165878","What Lies Upstream",2017,"Documentary,Mystery","2010s",7.3,1614
"tt9614988","Sillu Karuppatti",2019,"Drama,Romance","2010s",7.9,2168
"tt0105750","The Bohemian Life",1992,"Comedy,Drama,Romance","1990s",7.6,7172
"tt3612616","Mommy",2014,"Drama","2010s",8,65516
"tt0263283","The Return",1972,"Drama","1970s",7.8,1410
"tt15516546","Ela Veezha Poonchira",2022,"Crime,Mystery,Thriller","2020s",7.3,3336
"tt0116851","Leila",1997,"Drama,Family,Romance","1990s",7.4,4440
"tt0442781","Varalaaru",2006,"Action,Drama","2000s",7.3,4105
"tt21438352","Is That Black Enough for You?!?",2022,"Documentary,History","2020s",7.2,1728
"tt9048802","Father",2020,"Drama","2020s",7.6,3300
"tt3721954","Maudie",2016,"Biography,Drama,Romance","2010s",7.6,25578
"tt0845439","Fireworks Wednesday",2006,"Drama,Mystery,Romance","2000s",7.6,14702
"tt13177004","Sacred Cow: The Nutritional, Environmental and Ethical Case for Better Meat",2020,"Documentary","2020s",7.8,1462
"tt0189154","Toplo",1978,"Comedy","1970s",8.4,1280
"tt0089881","Ran",1985,"Action,Drama,War","1980s",8.2,151604
"tt19894774","The Braid",2023,"Drama","2020s",7.2,2494
"tt0441758","The Fearless Freaks",2005,"Biography,Documentary,Music","2000s",7.8,1167
"tt0076446","Unfinished Piece for the Player Piano",1977,"Drama","1970s",7.7,4121
"tt0173772","My Voyage to Italy",1999,"Documentary","1990s",8.2,3710
"tt3264102","Red Army",2014,"Biography,Documentary,History","2010s",7.6,7452
"tt0120126","Sick",1997,"Documentary","1990s",7.5,1806
"tt0114594","Swimming with Sharks",1994,"Comedy,Crime","1990s",7,25936
"tt28814949","Taylor Swift: The Eras Tour",2023,"Documentary,Music","2020s",8,25803
"tt28970800","THEVR10: A dokumentumfilm",2023,"Documentary","2020s",8.9,1263
"tt0765833","Happy Days",1978,"Comedy,Drama,Family","1970s",8.7,12946
"tt0289968","The Chaos Class Is Fretting Over",1978,"Adventure,Comedy,Drama","1970s",7.2,9755
"tt0110251","Nobody Loves Me",1994,"Comedy,Drama","1990s",7.1,1288
"tt1979319","Rurouni Kenshin Part I: Origins",2012,"Action,Adventure,Drama","2010s",7.4,31245
"tt3521134","The Look of Silence",2014,"Biography,Documentary,History","2010s",8.2,14872
"tt0086935","Balkan Spy",1984,"Comedy,Drama","1980s",8.7,13428
"tt15554466","Vanilla Ice Cream",2024,"Comedy","2020s",8.1,1172
"tt7853242","Love Per Square Foot",2018,"Comedy,Romance","2010s",7.1,9683
"tt0067885","The Third Part of the Night",1971,"Drama,Horror,War","1970s",7.3,3213
"tt0077280","The Buddy Holly Story",1978,"Biography,Drama,Music","1970s",7.3,10758
"tt0161100","The Wood",1999,"Comedy,Drama,Romance","1990s",7,11161
"tt6129302","Bhavesh Joshi Superhero",2018,"Action,Crime,Drama","2010s",7.6,11408
"tt11697844","There Is No Evil",2020,"Drama","2020s",7.5,7881
"tt0377569","Good Morning, Night",2003,"Drama","2000s",7.1,4275
"tt1217213","Secret of the Wings",2012,"Animation,Family,Fantasy","2010s",7,16251
"tt0844457","North Face",2008,"Adventure,Biography,Drama","2000s",7.4,17082
"tt1590078","It Felt Like a Kiss",2009,"Documentary,History,Music","2000s",7.8,1032
"tt0238936","Devdas",2002,"Drama,Musical,Romance","2000s",7.6,52039
"tt4911656","A Copy of My Mind",2015,"Drama","2010s",7.2,1061
"tt0171865","Wonderland",1999,"Drama","1990s",7.1,4333
"tt0407236","Lunacy",2005,"Animation,Comedy,Drama","2000s",7.1,4140
"tt0480732","Shyamol Chhaya",2004,"Drama","2000s",8.5,2550
"tt0332639","Together",2002,"Drama,Music","2000s",7.4,4571
"tt0248428","Shiva",1989,"Action,Crime,Drama","1980s",8,4379
"tt15353644","English Manja",2023,"Crime","2020s",7.8,1105
"tt8110330","Dil Bechara",2020,"Comedy,Drama,Romance","2020s",8.3,137591
"tt0299213","Waterboys",2001,"Comedy,Sport","2000s",7.1,3230
"tt0087538","The Karate Kid",1984,"Action,Drama,Family","1980s",7.3,270632
"tt0303243","Happy Times",2000,"Comedy,Drama,Romance","2000s",7.3,4300
"tt1172570","Bronson",2008,"Action,Crime,Drama","2000s",7,149502
"tt2316465","Big Easy Express",2012,"Documentary,Musical","2010s",7.5,1045
"tt0306909","Public Enemy",2002,"Action,Comedy","2000s",7.1,2470
"tt0449662","Tu pa tam",2004,"Action,Adventure,Comedy","2000s",7.1,1215
"tt0381668","Tropical Malady",2004,"Drama,Fantasy,Romance","2000s",7.1,6783
"tt0483703","So Close, So Far",2005,"Drama","2000s",7.5,2949
"tt0254686","The Piano Teacher",2001,"Drama,Music","2000s",7.5,80525
"tt8260948","Eternity",2017,"Drama","2010s",7.7,1146
"tt6067832","Batman & Bill",2017,"Animation,Documentary,Mystery","2010s",7.9,2465
"tt1129435","The Beaches of Agnès",2008,"Biography,Documentary","2000s",8,5320
"tt0090955","The Making of Fanny and Alexander",1984,"Documentary","1980s",7.5,1100
"tt0108289","Flirting Scholar",1993,"Comedy,Romance","1990s",7.6,7031
"tt0093426","An Autumn's Tale",1987,"Drama,Romance","1980s",7.5,2747
"tt0252360","Davaci",1987,"Comedy,Drama","1980s",7.1,3811
"tt1856080","The Boys in the Boat",2023,"Biography,Drama,Sport","2020s",7,29965
"tt0133240","Treasure Planet",2002,"Adventure,Animation,Family","2000s",7.2,147733
"tt0489458","Drained",2006,"Comedy,Drama","2000s",7.3,6026
"tt2258281","Beyond the Hills",2012,"Drama","2010s",7.5,13795
"tt2492916","Muscle Shoals",2013,"Biography,Documentary,History","2010s",7.8,4548
"tt0378194","Kill Bill: Vol. 2",2004,"Action,Crime,Thriller","2000s",8,868286
"tt0062285","Oh, Sun",1970,"Drama","1970s",7.4,1074
"tt3532216","American Made",2017,"Action,Comedy,Crime","2010s",7.2,232264
"tt22768450","Apolonia, Apolonia",2022,"Biography,Documentary","2020s",7.1,1020
"tt3771626","The Brainwashing of My Dad",2015,"Documentary","2010s",7,1659
"tt3704050","Remember",2015,"Drama,Mystery,Thriller","2010s",7.5,29747
"tt0116922","Lost Highway",1997,"Drama,Mystery,Thriller","1990s",7.6,169899
"tt3622120","Kilo Two Bravo",2014,"Adventure,Biography,Drama","2010s",7.1,15598
"tt3529198","My Little Pony: Equestria Girls - Rainbow Rocks Animated",2014,"Adventure,Animation,Comedy","2010s",7.1,4444
"tt1173901","The Island",2007,"Action,Biography,Drama","2000s",7.8,4495
"tt0467406","Juno",2007,"Comedy,Drama","2000s",7.4,571862
"tt6908274","Mirage",2018,"Drama,Fantasy,Mystery","2010s",7.4,71124
"tt22039142","Enough for Now",2024,"Drama","2020s",7.4,1722
"tt0256408","Startup.com",2001,"Documentary","2000s",7.1,3517
"tt1016290","Crows Zero",2007,"Action,Comedy,Crime","2000s",7,9560
"tt0089371","Mr. Vampire",1985,"Action,Comedy,Fantasy","1980s",7.2,5316
"tt1235841","Sidewalls",2011,"Comedy,Drama","2010s",7.5,17228
"tt0106881","Fearless",1993,"Drama,Thriller","1990s",7,26083
"tt21848358","Jogi",2022,"Drama,Thriller","2020s",7.1,7284
"tt0421625","Istanbul Tales",2005,"Drama,Thriller","2000s",7.3,7225
"tt3719896","My All-American",2015,"Biography,Drama,Sport","2010s",7.2,9041
"tt10928202","Hawa",2022,"Drama,Mystery","2020s",7.6,7382
"tt12444440","The Big Hit",2020,"Comedy,Drama","2020s",7,3680
"tt0073486","One Flew Over the Cuckoo's Nest",1975,"Drama","1970s",8.6,1155012
"tt1582244","Guilty",2011,"Biography,Crime,Drama","2010s",7.3,2143
"tt5310412","Vazvishenie",2017,"Comedy,Drama,History","2010s",7.7,1873
"tt0111408","That's Entertainment! III",1994,"Documentary,Family,Musical","1990s",7.5,1880
"tt0373760","Cinema, Aspirins and Vultures",2005,"Adventure,Drama","2000s",7.3,3354
"tt0996982","The Tour",2008,"Action,Adventure,Comedy","2000s",7.3,3557
"tt28504359","Okkaroju... 48 Hours",2023,"Drama,Thriller","2020s",8.6,1084
"tt4818930","Waiting",2015,"Comedy,Drama","2010s",7.2,1950
"tt8094272","Reva",2018,"Drama","2010s",8.2,1004
"tt0475783","Welcome to Dongmakgol",2005,"Comedy,Drama,War","2000s",7.6,7905
"tt0332136","If Only",2004,"Comedy,Drama,Fantasy","2000s",7,35152
"tt1754109","Les Misérables in Concert: The 25th Anniversary",2010,"Drama,Musical","2010s",8.8,6806
"tt1333634","Burma VJ: Reporting from a Closed Country",2008,"Documentary,History,News","2000s",7.8,2567
"tt0232114","The Most Beautiful Wife",1970,"Crime,Drama","1970s",7,1295
"tt6792282","A Twelve-Year Night",2018,"Adventure,Biography,Crime","2010s",7.5,11739
"tt6333054","Chasing Coral",2017,"Documentary","2010s",8,5946
"tt5073020","God Knows Where I Am",2016,"Biography,Documentary,Drama","2010s",7.2,1123
"tt4733046","The Weight of Chains 2",2014,"Comedy,Documentary,History","2010s",8.7,1481
"tt0107050","Grumpy Old Men",1993,"Comedy,Drama,Romance","1990s",7,57458
"tt0419058","Phir Hera Pheri",2006,"Comedy,Crime","2000s",7.4,31947
"tt1784458","Groenten uit Balen",2011,"Drama,History","2010s",7,1244
"tt13086130","Soulmate",2023,"Drama,Romance","2020s",7.4,3216
"tt0065988","Little Big Man",1970,"Adventure,Comedy,Drama","1970s",7.5,40304
"tt0067800","Straw Dogs",1971,"Crime,Drama,Thriller","1970s",7.4,68178
"tt8529512","Hope You Die Next Time:-)",2018,"Drama,Thriller","2010s",7.1,2613
"tt6027478","Dhruva",2016,"Action,Crime,Thriller","2010s",7.7,8851
"tt0113971","Nothing Funny",1995,"Comedy,Drama","1990s",7.3,4208
"tt0441297","Habana Blues",2005,"Drama,Music","2000s",7.1,2704
"tt0418110","Romanzo Criminale",2005,"Crime,Drama","2000s",7.2,10170
"tt0162973","Get Real",1998,"Comedy,Drama,Romance","1990s",7.5,15199
"tt8139850","Mercury 13",2018,"Documentary","2010s",7,1373
"tt12818328","Hundreds of Beavers",2022,"Action,Adventure,Comedy","2020s",7.6,16730
"tt0251091","Before the Storm",2000,"Crime,Drama,Thriller","2000s",7.2,1063
"tt18394610","Nuovo Olimpo",2023,"Drama,Romance","2020s",7.2,7327
"tt0141998","The Last Spring",1994,"Drama,Sport","1990s",8.1,1231
"tt0149291","Three Palms for Two Punks and a Babe",1998,"Comedy","1990s",7.6,4392
"tt2504022","Narco Cultura",2013,"Crime,Documentary","2010s",7.2,2540
"tt0326449","Zona Zamfirova",2002,"Comedy,Drama","2000s",7.3,5213
"tt8396492","The Great Indian Road Movie",2019,"Adventure,Drama,Family","2010s",8.2,3625
"tt0926084","Harry Potter and the Deathly Hallows: Part 1",2010,"Adventure,Family,Fantasy","2010s",7.7,662532
"tt0813548","Godavari",2006,"Drama,Romance","2000s",8,1924
"tt0371746","Iron Man",2008,"Action,Adventure,Sci-Fi","2000s",7.9,1221376
"tt6668212","A Life of Speed: The Juan Manuel Fangio Story",2020,"Biography,Documentary,Sport","2020s",7.1,2558
"tt0106677","Dazed and Confused",1993,"Comedy","1990s",7.6,215627
"tt5083738","The Favourite",2018,"Biography,Comedy,Drama","2010s",7.5,258192
"tt1094275","Under the Bombs",2007,"Drama,Romance,War","2000s",7,1808
"tt2133191","Beautiful",2011,"Biography,Drama,Family","2010s",7.5,1070
"tt4302938","Kubo and the Two Strings",2016,"Action,Adventure,Animation","2010s",7.7,146542
"tt0120363","Toy Story 2",1999,"Adventure,Animation,Comedy","1990s",7.9,668360
"tt1278060","The Garden of Sinners: Paradox Spiral",2008,"Action,Animation,Crime","2000s",7.9,2450
"tt0757157","A Millionaire's First Love",2006,"Drama,Romance","2000s",7.2,5554
"tt0075019","Operation Daybreak",1975,"Drama,History,War","1970s",7,2587
"tt16227044","Untitled Martha Stewart Documentary",2021,"Documentary","2020s",7.2,4578
"tt1785394","Bleach the Movie: Hell Verse",2010,"Action,Adventure,Animation","2010s",7.3,3925
"tt0314331","Love Actually",2003,"Comedy,Drama,Romance","2000s",7.5,579832
"tt1038693","The Story of Luke",2012,"Comedy,Drama,Romance","2010s",7.1,3389
"tt10687158","Western Stars",2019,"Documentary,Music","2010s",7.6,2061
"tt21071620","Pookkaalam",2023,"Comedy,Drama,Family","2020s",7.3,5039
"tt0107472","The Wonderful, Horrible Life of Leni Riefenstahl",1993,"Biography,Documentary,History","1990s",8,3167
"tt1500703","Cow",2009,"Drama","2000s",7.2,1016
"tt0458375","The Goebbels Experiment",2005,"Biography,Documentary,History","2000s",7.3,1050
"tt1441940","Broken",2012,"Drama,Romance","2010s",7.2,15772
"tt1160419","Dune",2021,"Action,Adventure,Drama","2020s",8,1037595
"tt1916728","Shor in the City",2010,"Crime,Drama","2010s",7.2,4313
"tt0098437","The Winter War",1989,"Drama,History,War","1980s",7.5,9234
"tt7591430","Summer Survivors",2018,"Drama","2010s",7.5,1785
"tt7636728","When It Melts",2023,"Drama","2020s",7.2,1724
"tt0271211","Stoked: The Rise and Fall of Gator",2002,"Documentary,Sport","2000s",7.2,1193
"tt0892769","How to Train Your Dragon",2010,"Action,Adventure,Animation","2010s",8.1,891291
"tt0095159","A Fish Called Wanda",1988,"Comedy,Crime","1980s",7.5,165277
"tt0082206","Clean Slate",1981,"Comedy,Crime,Drama","1980s",7.3,7227
"tt3037164","Kills On Wheels",2016,"Action,Comedy,Drama","2010s",7.1,4118
"tt2922382","Neram",2013,"Action,Comedy,Crime","2010s",7.5,5769
"tt1759682","The Loving Story",2011,"Documentary,Drama,History","2010s",7.6,1012
"tt0084335","Missing",1982,"Biography,Drama,History","1980s",7.7,25611
"tt11306926","Badava Rascal",2021,"Action,Comedy","2020s",7.3,1784
"tt3646946","Gekijôban Shingeki no Kyojin Kôhen: Jiyû no tsubasa",2015,"Action,Animation,Fantasy","2010s",7.9,4365
"tt26425683","j-hope IN THE BOX",2023,"Documentary,Music","2020s",8.4,2571
"tt10734928","The Legend of Hei",2019,"Action,Adventure,Animation","2010s",7.3,3996
"tt5434972","Fastball",2016,"Documentary,Sport","2010s",7.4,1962
"tt6734886","Power Paandi",2017,"Action,Drama,Musical","2010s",7.4,2496
"tt0076363","The Many Adventures of Winnie the Pooh",1977,"Animation,Comedy,Family","1970s",7.5,42736
"tt0103994","Like Water for Chocolate",1992,"Drama,Romance","1990s",7.1,20481
"tt0369258","Bal-Can-Can",2005,"Action,Adventure,Comedy","2000s",7.6,2873
"tt2098782","Pilla Zamindar",2011,"Comedy,Drama","2010s",7.8,3925
"tt0382330","As It Is in Heaven",2004,"Comedy,Drama,Music","2000s",7.5,19258
"tt0169880","Neon Genesis Evangelion: Death & Rebirth",1997,"Action,Animation,Drama","1990s",7.2,16943
"tt0770828","Man of Steel",2013,"Action,Adventure,Sci-Fi","2010s",7.1,865340
"tt1249171","Global Metal",2008,"Documentary,Music","2000s",7.9,4993
"tt0083162","The Mysterious Castle in the Carpathians",1981,"Adventure,Comedy,Fantasy","1980s",7.2,1719
"tt0084304","Death of Yazdgerd",1982,"Drama,History","1980s",8.3,1497
"tt0209180","Sky Hook",2000,"Drama,War","2000s",8.2,5665
"tt1121977","Mother and Child",2009,"Drama,Romance","2000s",7.2,13306
"tt0085959","The Meaning of Life",1983,"Comedy,Musical","1980s",7.5,129938
"tt14992954","Mukhosh",2021,"Thriller","2020s",7.1,1042
"tt6167894","Angamaly Diaries",2017,"Action,Comedy,Thriller","2010s",7.9,7087
"tt1988733","Naalaiya Theerpu",1992,"Drama,Romance","1990s",7.3,1466
"tt16445248","Oink",2022,"Animation,Comedy,Family","2020s",7,1152
"tt0266308","Battle Royale",2000,"Action,Adventure,Drama","2000s",7.5,206883
"tt9206562","Make Us Dream",2018,"Biography,Documentary,Sport","2010s",7.9,3569
"tt0342258","Unleashed",2005,"Action,Crime,Thriller","2000s",7,111931
"tt0386038","Silentium",2004,"Crime,Thriller","2000s",7.4,3626
"tt5580036","I, Tonya",2017,"Biography,Comedy,Drama","2010s",7.5,261098
"tt8191502","Microhabitat",2017,"Comedy,Drama,Romance","2010s",7.4,3529
"tt7719976","Omnipresence of Rhythm",2018,"Drama,Music","2010s",7.5,1484
"tt0331621","Run",2002,"Action,Comedy,Drama","2000s",7,1190
"tt0071143","Beautiful People",1974,"Comedy,Documentary","1970s",8.2,4416
"tt5157326","Western",2017,"Drama","2010s",7,4455
"tt1392214","Prisoners",2013,"Crime,Drama,Mystery","2010s",8.2,931220
"tt4936450","Graduation",2016,"Crime,Drama","2010s",7.3,15460
"tt10289996","The Black Godfather",2019,"Biography,Documentary","2010s",7.5,1634
"tt10195452","American Skin",2019,"Drama,Thriller","2010s",7,4203
"tt0794399","We're All Christs",2006,"Drama","2000s",7.2,2940
"tt2093100","Home",2011,"Drama","2010s",7.4,1414
"tt4299300","My Blind Date with Life",2017,"Biography,Comedy,Drama","2010s",7.1,6117
"tt0482389","Gentleman",1993,"Action,Drama,Thriller","1990s",7.8,2935
"tt5082014","Charlie",2015,"Adventure,Drama,Romance","2010s",8.1,15035
"tt19631646","Behind the Haystacks",2022,"Drama,Family,Thriller","2020s",7,1222
"tt14428606","Man in Love",2021,"Drama,Romance","2020s",7.1,4486
"tt0066906","Le Chat",1971,"Drama","1970s",7.5,2671
"tt14097376","Climax",2021,"Crime,Mystery,Thriller","2020s",7.2,2491
"tt7455754","The Game Changers",2018,"Documentary,Sport","2010s",7.8,22589
"tt0117731","Star Trek: First Contact",1996,"Action,Adventure,Drama","1990s",7.6,137740
"tt0978762","Mary and Max",2009,"Animation,Comedy,Drama","2000s",8.1,201333
"tt1280501","The Necessities of Life",2008,"Drama","2000s",7.6,1068
"tt3153532","Violence",2015,"Crime,Thriller","2010s",7.6,1193
"tt5431890","Official Secrets",2019,"Biography,Crime,Drama","2010s",7.3,60523
"tt5109280","Raya and the Last Dragon",2021,"Action,Adventure,Animation","2020s",7.3,187356
"tt11182994","Zillion",2022,"Biography,Crime,Drama","2020s",7.2,4151
"tt0251355","Pushpaka Vimana",1987,"Comedy,Drama","1980s",8.6,4427
"tt1385826","The Adjustment Bureau",2011,"Crime,Drama,Mystery","2010s",7,282216
"tt0076286","The Hunters",1977,"Drama","1970s",7.4,1181
"tt0311913","Chinese Odyssey 2002",2002,"Comedy,Romance","2000s",7,2768
"tt0112445","The White Balloon",1995,"Drama,Family","1990s",7.6,9235
"tt3734466","How Old Are You?",2014,"Drama","2010s",7.1,1636
"tt0090576","The Assault",1986,"Drama,History,Romance","1980s",7.2,3637
"tt0378897","A Touch of Spice",2003,"Drama","2000s",7.5,15567
"tt21221386","Secret Mall Apartment",2024,"Documentary","2020s",7,2995
"tt5012320","Out of My Mind",2024,"Drama","2020s",7.4,3320
"tt0880477","Seasons change: Phror arkad plian plang boi",2006,"Comedy,Drama,Music","2000s",7.6,1069
"tt5538118","The Best of All Worlds",2017,"Biography,Drama","2010s",7.6,1198
"tt6728390","Kuroko's Basketball: Last Game",2017,"Animation,Drama,Sport","2010s",7.7,4490
"tt0068575","Fat City",1972,"Drama,Sport","1970s",7.2,11613
"tt6249904","Jatra",2016,"Action,Comedy,Drama","2010s",8.1,1137
"tt0089015","Desert Hearts",1985,"Drama,Romance","1980s",7.1,8445
"tt8721556","Jallikattu",2019,"Action,Crime,Thriller","2010s",7.3,9590
"tt0089074","Egészséges erotika",1986,"Comedy","1980s",7.4,1549
"tt1134828","Chameleon",2008,"Comedy,Drama,Thriller","2000s",7.2,2577
"tt7089878","Liz and the Blue Bird",2018,"Animation,Drama,Fantasy","2010s",7.2,3046
"tt0085896","Mandi",1983,"Comedy,Drama","1980s",7.5,1082
"tt1527211","Toyour elzalam",1995,"Drama,Thriller","1990s",7.4,1911
"tt10196464","Ramprasad Ki Tehrvi",2019,"Comedy,Drama","2010s",7.4,7161
"tt0354593","Golden Chicken",2002,"Comedy,Drama","2000s",7.1,1118
"tt11219254","We Made a Beautiful Bouquet",2021,"Drama,Romance","2020s",7.5,4907
"tt2768084","Doraemon: Nobita's Secret Gadget Museum",2013,"Action,Adventure,Animation","2010s",7.1,1787
"tt6048922","Greyhound",2020,"Action,Drama,History","2020s",7,132672
